followers_count,friends_count,statuses_count,favourites_count,listed_count,verified,has_url,description_length,has_description,screen_name_length,name_length,follower_following_ratio,following_follower_ratio,engagement_rate,username_digit_ratio,account_age_days,tweet_count,mean_interval_sec,std_interval_sec,min_interval_sec,burst_ratio,night_post_ratio,posting_hour_std,daily_count_mean,daily_count_std,daily_count_cv,interval_entropy,label
2512185,30,698270,0,2336,1,1,43,1,11,5,81038.2258064516,1.1941790934269994e-05,0.0,0.0,5578,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
81,664,3989,3086,11,0,0,36,1,7,13,0.12180451127819548,8.097560975609756,0.7734335839598997,0.0,4475,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,110,4,10,0,0,0,16,1,10,11,0.22522522522522523,4.230769230769231,2.0,0.0,2763,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12114,10817,4317,21018,7,0,0,42,1,12,5,1.119800332778702,0.8928600907965332,4.867531264474294,0.0,3719,196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6973,7482,7032,6155,163,0,1,139,1,11,11,0.9318455165040759,1.0728419845139088,0.8751599601876866,0.0,4281,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7874527,3221,50656,593,48887,1,1,128,1,12,13,2443.9872749844817,0.00040904038946842274,0.011706180784491779,0.0,6090,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1180698,6148,327400,93785,8350,1,1,119,1,13,11,192.01463652626444,0.005207084955606806,0.2864530041142208,0.0,6251,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38441235,26,40350,2011,14730,1,1,0,0,11,12,1423749.4444444445,6.763570245243935e-07,0.04983767440707789,0.0,6163,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
966193,513,9240,2655,1281,1,1,96,1,11,12,1879.7529182879377,0.0005309492710573653,0.28730656855318687,0.0,5324,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5,30,17,480,0,0,0,7,1,13,5,0.16129032258064516,5.0,26.666666666666668,0.5714285714285714,2149,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16,98,568,383,0,0,0,140,1,9,4,0.16161616161616163,5.764705882352941,0.6731107205623902,0.4,4109,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
30042227,535,68014,2506,20451,1,1,67,1,15,9,56048.93097014925,1.7808266417524028e-05,0.03684481364404911,0.0,4985,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
103187,492,20016,9376,554,1,1,94,1,13,5,209.30425963488844,0.004767996278637051,0.4684018584203427,0.0,4860,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
45168,1223,4114,11716,504,1,1,89,1,9,10,36.90196078431372,0.027076092010006863,2.8471445929526125,0.0,4271,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4150796,377,48882,26032,10543,1,1,69,1,5,16,10980.9417989418,9.08259305381593e-05,0.5325368737597937,0.0,6169,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4587353,90817,65796,416,18750,1,1,91,1,10,11,50.51149551850955,0.01979725131306631,0.006322476708664529,0.0,6409,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
156,44,22,25,0,0,1,16,1,13,17,3.466666666666667,0.2802547770700637,1.0869565217391304,0.0,2152,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
51037,368,5762,18,2511,0,1,144,1,12,12,138.31165311653118,0.0072103138837728755,0.0031233732431025507,0.0,6169,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6431805,293,2543,490,23192,1,1,59,1,14,15,21876.88775510204,4.5554856598597655e-05,0.19261006289308177,0.0,6169,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
119,524,532,352,4,0,0,4,1,11,26,0.22666666666666666,4.366666666666666,0.6604127579737336,0.0,5659,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
264846,778,50723,25356,4112,1,1,33,1,11,7,339.98202824133506,0.002937545073193202,0.49988171279867516,0.0,6220,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
126,221,206,78,6,0,0,95,1,14,12,0.5675675675675675,1.7401574803149606,0.37681159420289856,0.0,4973,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7319,678,2738,681,29,0,1,126,1,12,10,10.779086892488955,0.09262295081967213,0.24863088718510407,0.0,5046,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17909,40,1378,1252,62,1,1,88,1,13,14,436.8048780487805,0.002233389168062535,0.9079042784626541,0.0,6052,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6079493,74,7610,3191,14856,1,1,40,1,5,5,81059.90666666666,1.2172065635725606e-05,0.4192615950597819,0.0,6593,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
24206,742,4880,1400,17,0,1,110,1,6,7,32.578734858681024,0.030652290659726526,0.2868264699856587,0.0,4629,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
643243,974,13927,1117,614,1,1,89,1,6,14,659.7364102564103,0.0015141998992606227,0.08019816197587594,0.0,6025,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
67947,2745,13722,3743,1536,1,1,138,1,6,6,24.743991260014568,0.040398540060045916,0.2727537710413175,0.0,6614,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
317,1005,238,803,0,0,0,129,1,14,14,0.31510934393638174,3.160377358490566,3.3598326359832638,0.06666666666666667,3048,196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6012438,104,1544,163,4502,1,1,60,1,13,14,57261.31428571429,1.7297472789328924e-05,0.10550161812297734,0.0,5071,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
186,995,6278,695,8,0,1,141,1,9,16,0.18674698795180722,5.320855614973262,0.11068641503424112,0.0,6227,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,92,1,3,0,0,0,22,1,10,17,0.010752688172043012,46.0,1.5,0.0,2014,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
926175,85,56478,27337,6092,1,1,144,1,7,8,10769.476744186046,9.177521335037833e-05,0.48402060943005365,0.0,6310,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1814588,16,17434,373,743,1,1,118,1,15,21,106740.4705882353,8.81742367004319e-06,0.021393748207628335,0.0,5064,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7,47,3,19,0,0,0,114,1,15,17,0.14583333333333334,5.875,4.75,0.0,2114,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2434531,859,340661,35,2570,1,1,125,1,4,4,2830.85,0.0003528398887342619,0.00010274113344018411,0.0,5399,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
355,53,145,140,4,1,1,126,1,12,31,6.574074074074074,0.14887640449438203,0.958904109589041,0.0,2067,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19,198,32,955,1,0,0,81,1,12,17,0.09547738693467336,9.9,28.939393939393938,0.15384615384615385,4433,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
24951178,129,225454,149,112805,1,1,84,1,12,13,191932.13846153847,5.170096370997138e-06,0.000660885764343217,0.0,6866,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1215,1080,266,199,27,0,0,0,0,8,15,1.1239592969472711,0.8881578947368421,0.7453183520599251,0.0,6211,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3502900,4,194699,0,2242,1,1,157,1,8,9,700580.0,1.1419106620483994e-06,0.0,0.0,5575,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
59885,213,3276,12,1060,1,1,51,1,10,18,279.83644859813086,0.003556757839895802,0.00366188587122368,0.0,5587,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12059386,69,1065,1957,21348,1,0,135,1,8,8,172276.94285714286,5.721683863367185e-06,1.8358348968105065,0.0,4594,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5145,1056,2285,227,224,0,1,142,1,14,15,4.867549668874172,0.20520792848814615,0.09930008748906387,0.0,5737,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
19901,19623,6301,3245,69,0,1,81,1,13,12,1.0141153689359967,0.985981308411215,0.5149158997143763,0.0,3330,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
37,1177,38,124,0,0,0,17,1,12,4,0.031409168081494056,30.973684210526315,3.1794871794871793,0.0,5177,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4510184,1180,36117,6347,20129,1,1,59,1,4,4,3818.9534292972057,0.0002616300661724519,0.17572955313140262,0.0,6304,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
411,1015,993,0,2,0,1,129,1,15,17,0.4045275590551181,2.4635922330097086,0.0,0.0,5439,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
18463,18120,300961,419407,190,0,0,138,1,11,18,1.0188731306219303,0.9813691507798961,1.39355466803118,0.0,4929,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
42138,961,5636,574,703,1,1,59,1,12,17,43.802494802494806,0.02280547711146444,0.10182721305659038,0.0,5533,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3319930,7228,152559,199,24252,1,1,152,1,9,12,459.2516253977037,0.002177153681808447,0.0013044048243314105,0.0,6131,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
507,647,20609,5,44,0,0,111,1,15,20,0.7824074074074074,1.2736220472440944,0.00024260067928190198,0.0,3916,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
536713,888,21225,260,402,1,1,0,0,13,17,603.726659167604,0.0016545124591495657,0.012249128427400358,0.0,5431,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18761978,8,2758,0,24197,1,1,65,1,8,12,2084664.2222222222,4.2639425190700834e-07,0.0,0.0,5119,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1456409,691,3244,1322,6611,1,1,134,1,15,13,2104.6372832369943,0.00047445430888280087,0.4073959938366718,0.0,6147,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4073985,140,10229,5622,5975,1,1,8,1,9,6,28893.510638297874,3.4364379259035254e-05,0.5495601173020528,0.2,5624,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
135,1540,4247,3288,2,0,1,131,1,12,6,0.08760545100584036,11.323529411764707,0.7740112994350282,0.0,4812,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
768,67,32,1,8,0,1,109,1,15,19,11.294117647058824,0.08712613784135241,0.030303030303030304,0.0,4169,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3494,2234,183,163,15,0,1,115,1,12,12,1.56331096196868,0.6391988555078684,0.8858695652173914,0.0,2593,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
106,1087,1497,5480,5,0,1,145,1,9,11,0.0974264705882353,10.158878504672897,3.658210947930574,0.0,4141,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
113,955,470,1429,0,0,0,0,0,12,20,0.11820083682008369,8.37719298245614,3.0339702760084926,0.23076923076923078,5855,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
663928,693457,4530,6560,1355,0,1,154,1,6,9,0.957416310721053,1.0444746350889929,1.4478040167733393,0.0,4649,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
16406072,945,1956,20688,10018,1,1,35,1,15,13,17342.57082452431,5.760062142841861e-05,10.571282575370464,0.0,4111,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1707175,678,57239,24915,5325,1,1,42,1,10,11,2514.2488954344626,0.00039714710141192235,0.43527253668763105,0.0,6322,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2447049,777,5863,154,9576,1,1,114,1,13,11,3145.307197943445,0.0003175251833840747,0.02626193724420191,0.0,6170,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1247493,643637,5437,12477,4237,1,1,149,1,12,13,1.9381904113803101,0.5159439644599493,2.2944097094520046,0.0,5055,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
182581,843,113574,18643,488,0,1,140,1,12,13,216.3281990521327,0.0046171035479948734,0.1641470394012767,0.0,5631,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
126,968,1612,10792,0,0,0,71,1,13,5,0.13003095975232198,7.622047244094488,6.690638561686299,0.0,3345,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
45,112,53,18,0,0,1,141,1,10,11,0.39823008849557523,2.4347826086956523,0.3333333333333333,0.0,2156,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
10115642,959,215229,5780,108207,1,1,133,1,10,10,10537.127083333333,9.480366201140156e-05,0.026854992333782465,0.0,6933,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
422,1994,2031,1895,3,0,0,0,0,12,15,0.21152882205513784,4.713947990543735,0.9325787401574803,0.0,5806,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
817,4342,1411,2477,16,0,0,35,1,15,16,0.18811881188118812,5.308068459657702,1.7542492917847026,0.0,4982,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1003,2779,4246,26837,10,0,1,132,1,8,4,0.36079136690647484,2.7679282868525896,6.319048740287261,0.0,3698,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4126024,790,326985,2331,33723,1,1,92,1,8,9,5216.212389380531,0.0001914675747238565,0.007128745573204969,0.0,6414,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8086,89,868,8,111,0,1,144,1,14,18,89.84444444444445,0.011005317175714109,0.009205983889528193,0.0,5897,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
30,338,97,121,0,0,0,16,1,15,20,0.08849557522123894,10.903225806451612,1.2346938775510203,0.5,3235,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
670,365,25177,867,20,0,1,73,1,11,15,1.830601092896175,0.5439642324888226,0.03443482405274446,0.0,5759,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
43,160,193,208,2,0,0,0,0,12,20,0.2670807453416149,3.6363636363636362,1.0721649484536082,0.0,4166,186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
43376,40699,57421,30278,6,0,1,76,1,11,9,1.0657493857493858,0.9382622126933629,0.5272891922956359,0.0,4749,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
547,2141,24384,91506,9,0,0,0,0,11,4,0.2553688141923436,3.906934306569343,3.7525527988517533,0.0,6073,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
554,1547,98,11,0,0,0,45,1,14,15,0.3578811369509044,2.7873873873873873,0.1111111111111111,0.0,2931,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
60,101,115,376,0,0,0,0,0,5,5,0.5882352941176471,1.6557377049180328,3.2413793103448274,0.0,6259,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
197,483,1743,11763,8,0,1,119,1,7,4,0.40702479338842973,2.4393939393939394,6.744839449541284,0.375,6010,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12,263,2,500,0,0,0,0,0,15,11,0.045454545454545456,20.23076923076923,166.66666666666666,0.5,2541,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8615,305,2163,1385,75,0,1,127,1,13,26,28.15359477124183,0.03539925719591458,0.640018484288355,0.0,4144,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3148562,4,3043,31,960,0,1,29,1,15,13,629712.4,1.2704208237218059e-06,0.010183968462549276,0.0,5408,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5500158,69,10888,4208,5676,1,1,26,1,15,14,78573.68571428572,1.2545091878252974e-05,0.38644503627514004,0.0,5110,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
568,560,1357,32,33,0,1,130,1,11,11,1.0124777183600713,0.984182776801406,0.023564064801178203,0.0,6281,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5738877,806,63982,359554,9013,1,1,128,1,11,12,7111.371747211896,0.00014044557141657308,5.619523936045512,0.0,6548,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1160,1155,28099,10885,117,0,0,147,1,10,11,1.0034602076124568,0.9948320413436692,0.38736654804270465,0.0,6528,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
751576,691,36713,259,4178,1,0,57,1,13,13,1086.092485549133,0.0009194001413028872,0.007054529607234298,0.07142857142857142,5499,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
96799,1930,12162,39523,670,1,1,65,1,9,12,50.12894873122735,0.01993801652892562,3.2494450382306996,0.0,6188,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9,109,13,11,2,0,1,118,1,12,10,0.08181818181818182,10.9,0.7857142857142857,0.15384615384615385,2506,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
175,166,3022,5618,1,0,0,63,1,12,12,1.0479041916167664,0.9431818181818182,1.85841878928217,0.0,5352,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
56153,1989,55548,2488,2049,1,0,76,1,10,11,28.217587939698493,0.03542045090287424,0.044789285135646006,0.0,6389,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5064,39,78676,66,706,0,1,27,1,12,14,126.6,0.007699901283316881,0.0008388728599209426,0.0,3873,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
95,2544,1082,1564,1,0,1,0,0,10,16,0.03732809430255403,26.5,1.4441366574330563,0.0,5263,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8,239,95,276,0,0,0,150,1,13,13,0.03333333333333333,26.555555555555557,2.875,0.0,2668,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
21,575,35,33,0,0,0,0,0,8,6,0.036458333333333336,26.136363636363637,0.9166666666666666,0.0,2594,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5428,7028,8491,483,32,0,0,128,1,13,11,0.7722293356096173,1.294529379259532,0.05687706076307113,0.21428571428571427,3387,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
602141,290,2052,260,1574,1,1,82,1,15,11,2069.213058419244,0.0004816139714552381,0.12664393570384802,0.0,5319,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
87134,10035,21010,117,649,0,1,98,1,12,18,8.682144280589876,0.11516612153554828,0.005568511731949931,0.0,6446,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1272,1777,1175,534,0,0,0,13,1,11,20,0.7154105736782902,1.3959151610369207,0.45408163265306123,0.08333333333333333,3153,186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
35184249,165,13400,627,31605,1,1,18,1,9,9,211953.30722891566,4.689598328797686e-06,0.04678755316767405,0.0,5671,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
169,858,182,25,0,0,1,58,1,11,11,0.19674039580908032,5.047058823529412,0.1366120218579235,0.0,2873,181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
323214,70,5140025,31594,1002,1,1,146,1,10,11,4552.30985915493,0.00021657410701854803,0.006146661514941754,0.0,5967,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,27,5,7,0,0,0,37,1,15,13,0.0,27.0,1.1666666666666667,0.5,2216,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1151418,4155,12910,143398,8699,0,1,75,1,10,11,277.04956689124157,0.0036085907910152603,11.106653241422043,0.0,6152,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
45147,33,7,0,1283,1,1,137,1,15,16,1327.8529411764705,0.0007309293877912643,0.0,0.0,6237,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
639126,420,79201,1958,6938,1,1,146,1,12,14,1518.1140142517816,0.0006571463887458987,0.024721597939445974,0.0,6629,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
988,2469,413,3000,0,0,0,0,0,7,6,0.4,2.4964610717896867,7.246376811594203,0.125,2880,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13368883,724,14456,1375,42566,1,1,95,1,8,8,18439.838620689654,5.4155604910626796e-05,0.09510963547070624,0.0,6913,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
689,694,1181,897,54,0,1,60,1,13,14,0.9913669064748202,1.0057971014492753,0.7588832487309645,0.0,5540,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
27463,27,1314,3059,229,1,1,90,1,13,14,980.8214285714286,0.000983105155840373,2.326235741444867,0.0,4917,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12636702,338,8658,2377,4634,1,1,45,1,10,10,37276.407079646015,2.6747483105363795e-05,0.2745120683681718,0.0,5106,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25983,65,391,1392,130,0,1,61,1,11,12,393.6818181818182,0.002501539408866995,3.5510204081632653,0.0,2303,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11114193,369,237034,135,41086,1,1,104,1,4,17,30038.359459459458,3.320078810933119e-05,0.0005695361444512414,0.0,6916,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
217731,695,22092,260,3508,1,1,154,1,12,13,312.8318965517241,0.003191997501515625,0.011768433440456253,0.0,6283,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
519146,2805,48458,38539,18929,1,1,85,1,10,28,185.0128296507484,0.005403093921374871,0.7952908644421057,0.0,6081,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6676332,844,281238,71,41532,1,1,62,1,14,15,7900.984615384616,0.00012641670210278606,0.0002524543182133346,0.0,6892,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3361014,50,33434,7105,14990,1,1,129,1,6,6,65902.23529411765,1.487645845079537e-05,0.21250186929863915,0.0,6223,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6057143,323,7063,259,17401,1,1,23,1,10,13,18694.885802469136,5.332546163670535e-05,0.03666477916194791,0.0,6078,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
567,4565,824,5034,0,0,0,148,1,11,21,0.12417871222076216,8.036971830985916,6.101818181818182,0.16666666666666666,4476,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
145544,844,6944,2056,574,1,1,44,1,10,11,172.2414201183432,0.005798893812910096,0.29604031677465803,0.0,3335,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4492,3026,9315,37,179,0,1,116,1,15,17,1.48397753551371,0.6734920988203873,0.003971661657363675,0.0,5272,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
69,261,43,67,1,0,0,74,1,13,13,0.2633587786259542,3.7285714285714286,1.5227272727272727,0.07142857142857142,4312,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
31066771,1749,260475,624,49140,1,1,90,1,3,3,17752.44057142857,5.629809237985846e-05,0.002395614183264485,0.0,6234,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,88,37,2,0,0,0,6,1,13,20,0.2808988764044944,3.3846153846153846,0.05263157894736842,0.6428571428571429,3129,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4213160,2156,15653,49830,1162,1,1,95,1,8,11,1953.2498840982846,0.000511729791479604,3.1832119586048293,0.0,4825,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9737,4889,13693,19381,263,0,1,65,1,12,13,1.9912065439672801,0.5020538098172109,1.415291368482547,0.0,5457,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1590960,578,48478,12891,9781,1,1,34,1,7,8,2747.7720207253888,0.00036330243167494365,0.26590895026712597,0.0,6233,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
43495,4727,24958,83947,491,1,1,81,1,12,13,9.199450084602368,0.10867665992275152,3.3633959693897992,0.0,6452,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1842386,859,33279,1793,8020,1,1,78,1,8,19,2142.3093023255815,0.0004662429771812328,0.053876201923076926,0.0,6037,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26,280,4,323,0,0,1,0,0,9,10,0.09252669039145907,10.37037037037037,64.6,0.0,2092,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
